112816 263397473.1530
40924 1941 848.3600
18430 106372 848.5340
44328 59611 848.5790
108197 65605 848.5840
107194 16869 848.6010
95917 94752 848.6050
88003 13233 848.6440
28349 120178 848.6510
96042 78574 848.6870
27810 103303 848.7170
27794 16971 848.7320
87661 102991 848.7460
29613 94422 848.7600
84814 8928 848.7860
33599 6685 848.8680
43718 115438 848.8780
76245 97993 848.8790
110974 89225 848.9060
68988 61814 848.9100
12667 83766 848.9180
25405 101117 848.9330
52921 113102 848.9690
37760 81841 849.0600
61702 11856 849.1430
47789 88969 849.1490
29580 21379 849.1910
113388 65009 849.3250
118893 45656 849.3340
114388 73212 849.3370
22155 118071 849.3490
86273 3913 849.3780
340 45414 849.3960
90272 114823 849.3990
75104 16154 849.4160
63143 10646 849.4220
33987 3309 849.4570
52805 71661 849.4610
68493 109284 849.4680
113550 56756 849.4910
52950 81531 849.5190
30667 55613 849.5340
32632 70246 849.6070
116479 84201 849.6130
10209 81373 849.6180
99602 65814 849.7180
64499 87000 849.7330
69087 51079 849.7390
73097 56891 849.7960
58720 100187 849.8560
16233 105457 849.8570
31856 47041 849.8870
74498 119075 849.9190
116218 5144 849.9280
63433 109472 849.9620
106167 47437 849.9640
69364 2234 849.9670
38830 42436 850.0020
76753 63800 850.0500
56290 3188 850.0600
24172 91357 850.0740
17482 116605 850.0900
57371 123936 850.1070
27394 108273 850.1440
34419 84432 850.2970
37240 81341 850.3200
105888 15492 850.3310
37416 23849 850.3700
126943 67326 850.4320
93555 70966 850.4580
70619 10786 850.4820
197 41001 850.4880
79590 25541 850.4980
92041 77493 850.5120
52060 22625 850.6200
39038 15377 850.6290
35342 60689 850.6400
90889 42906 850.6600
104376 95972 850.7080
80608 42061 850.7230
118788 74730 850.7280
120559 125127 850.7800
87304 69050 850.7970
50847 44551 850.7990
80972 108896 850.8070
3478 76447 850.8100
10819 81178 850.8320
36068 70490 850.8370
43278 49434 850.8720
88270 57915 850.8980
80605 33787 850.9780
52657 42880 851.0070
58245 109454 851.0110
21668 102186 851.0720
119706 22310 851.1620
123417 92511 851.1880
97905 113705 851.2460
124483 128646 851.2980
105323 43952 851.3140
71535 14718 851.3540
11003 5112 851.3580
103506 124637 851.3600
64473 106030 851.3990
81205 42668 851.4050
124839 76099 851.4160
40278 95727 851.5620
65663 99016 851.5620
119415 58433 851.5740
92382 31818 851.5770
107031 88206 851.5810
101404 29050 851.7620
25161 13927 851.7660
77120 36904 851.7680
103504 107899 851.7860
94614 125853 851.7870
51864 56909 851.8490
60229 74412 851.8650
52392 30325 852.0360
18036 53224 852.0500
97811 127068 852.0630
89867 94169 852.1070
25123 57303 852.1120
111561 56126 852.1580
99958 78343 852.1670
25289 41834 852.2100
122714 33715 852.2660
45969 22285 852.2860
87101 72580 852.2980
21744 47962 852.3670
32757 10254 852.3800
8252 122486 852.4010
10533 78839 852.4100
43505 110680 852.4170
121300 103825 852.4530
82172 29924 852.5030
94721 88788 852.5240
65061 125853 852.5420
103541 21570 852.5950
13226 7182 852.6410
63761 25590 852.7160
4396 18101 852.8130
111694 84022 852.8370
65668 82979 852.8900
8514 127310 852.9080
14423 127951 852.9170
18123 20651 852.9480
81581 43149 853.0070
24720 74442 853.0170
64013 114865 853.0220
47838 29524 853.0430
49167 10769 853.0630
91381 6732 853.0690
78708 43619 853.0770
457 97337 853.0940
104826 31554 853.1220
1954 6442 853.1770
64212 91885 853.2310
78185 121962 853.2760
20228 21786 853.2980
2339 65295 853.3190
26690 23820 853.4080
5275 89213 853.4400
1087 105465 853.5410
80383 9583 853.6090
30868 80194 853.7120
25740 96246 853.7900
64261 10001 853.8280
118268 14026 853.8820
5512 65150 853.9020
50069 78188 853.9100
102267 123618 853.9350
51917 13204 853.9510
41703 32479 853.9620
28507 114083 854.0010
77522 27742 854.0690
67080 71079 854.1130
25593 79637 854.1230
80381 48341 854.1550
85933 24256 854.2030
65246 125791 854.2890
107972 40276 854.3610
31701 63199 854.3760
127873 3428 854.3800
36352 100952 854.4690
65197 39033 854.5100
8407 19916 854.6050
102621 29080 854.6090
85825 72726 854.6440
125970 25872 854.6560
103667 100886 854.6590
106270 7846 854.7650
57787 108853 854.7800
125054 34295 854.7830
5291 95041 854.8000
9222 68381 854.8540
114635 104982 854.8590
27353 101508 854.8630
64566 78149 854.8660
12857 26793 854.8820
26983 33575 854.8840
94015 114218 854.8900
31883 12513 854.9600
128818 44017 854.9690
63586 83112 855.0510
74019 120703 855.0540
88047 50157 855.0610
16956 39577 855.0620
102144 45234 855.1730
50003 99001 855.2440
102716 29131 855.2650
102448 30983 855.2700
82756 60084 855.2700
30142 115972 855.2930
83063 77878 855.3320
56313 81952 855.3360
96049 77891 855.3710
69685 55562 855.4020
58172 14189 855.4050
80766 93648 855.4600
15410 85472 855.4750
12121 70390 855.4810
102967 110021 855.4820
104848 128333 855.5260
16358 6732 855.5380
89259 96655 855.6720
67536 47860 855.7550
82045 38529 855.7880
63618 106429 855.7890
94785 92031 855.7970
465 42976 855.8130
82157 76920 855.8170
26028 13256 855.8280
108718 32318 855.9070
112293 75421 855.9130
89708 109041 855.9150
100297 71511 855.9380
49320 23386 855.9890
55538 103540 856.0650
70303 89600 856.0990
3715 122573 856.1100
128247 112068 856.1160
128198 44090 856.1620
118018 125126 856.1670
128985 79228 856.2240
56973 77430 856.2500
72035 104295 856.3430
2266 66544 856.3950
126031 94840 856.3960
11958 83902 856.4000
14000 11688 856.4160
46691 105218 856.4450
91247 114506 856.4670
494 107884 856.4860
37755 47295 856.4860
48427 61729 856.4940
69620 71743 856.4970
13596 41861 856.6160
98770 88146 856.6260
124648 119199 856.6330
28893 57158 856.6750
28828 88692 856.6910
48383 22908 856.8110
67583 545 856.8260
83609 112423 856.8480
104416 17276 856.8590
87245 90649 856.8720
11117 70787 856.8760
103467 83769 856.9320
114683 87160 856.9370
72713 70255 856.9390
88855 116374 856.9800
62431 122065 857.0150
90888 48924 857.0430
115125 7973 857.1380
36292 25121 857.1690
56301 113216 857.1730
46220 115524 857.2110
103213 97494 857.2150
87923 35674 857.3540
98209 88800 857.3550
31098 60746 857.4350
127163 42776 857.4710
4553 57071 857.4940
91176 105266 857.5700
27468 103412 857.5830
13692 126306 857.6650
38142 118813 857.6720
5525 113124 857.7750
59194 114125 857.8030
40736 14486 857.9060
14693 48490 857.9550
76404 55911 857.9550
34404 16168 858.0160
236 24401 858.0180
46370 26080 858.0760
109098 23459 858.1150
4428 93387 858.1250
12185 76293 858.1480
72167 118207 858.1490
48095 89236 858.1500
91082 35832 858.2060
125828 92159 858.2450
125120 4616 858.3140
113541 28455 858.3320
88516 82850 858.3320
95787 25072 858.3900
10238 36291 858.4230
122466 121662 858.4300
37478 38119 858.4450
124396 107403 858.4900
98918 127420 858.4980
38239 8356 858.6050
61072 10860 858.7130
123310 27686 858.7150
116500 89884 858.7680
18906 35384 858.7840
86168 104117 858.8080
85371 124184 858.9130
112187 74805 858.9520
61448 111422 859.0210
19079 112210 859.0220
38407 97857 859.0300
105191 37072 859.0570
54143 96164 859.1540
69755 121835 859.2160
60833 85999 859.2990
102293 27521 859.3070
64718 13437 859.3900
101745 72089 859.4080
53682 48605 859.4320
75869 3706 859.4440
56698 68003 859.4640
74546 86450 859.4660
83052 20622 859.4860
39001 53076 859.4920
3057 95189 859.5880
121901 116756 859.6250
19436 1489 859.6550
55086 55024 859.7460
51963 59557 859.7630
63496 10972 859.8200
125889 33769 859.8210
29701 72415 859.8500
48974 83816 859.9220
19830 69493 859.9350
101793 94110 859.9810
95808 28263 860.0200
126256 66637 860.0840
46644 64198 860.0990
60331 36572 860.1160
36095 38554 860.1260
101870 33143 860.1330
89726 69373 860.1590
20861 95124 860.2060
103710 77389 860.2420
6983 17286 860.3230
69128 124408 860.3610
122824 75981 860.4110
42963 105381 860.4310
37404 53880 860.4540
26895 2364 860.4970
41500 118386 860.5060
52114 26819 860.5270
114252 4530 860.5930
106502 51084 860.6170
32437 39339 860.6230
33101 6125 860.6870
16246 106169 860.7600
67156 80160 860.7780
120004 39307 860.7830
1911 1493 860.8240
91846 61310 860.8250
87200 23783 860.8460
23115 46397 860.9660
115036 79507 861.0850
100936 14293 861.1280
49136 93617 861.1510
93354 69051 861.1950
107601 117101 861.2890
119652 45648 861.3670
82808 61303 861.3980
57990 4349 861.4090
84009 117414 861.4220
120180 111801 861.4850
106876 54995 861.4930
47415 74308 861.5010
83715 64411 861.5220
72350 58231 861.5880
107821 56857 861.6220
101560 59635 861.6290
96859 124957 861.6750
42808 19472 861.6970
76390 34071 861.8120
126568 3156 861.8180
69632 920 861.9550
30483 34901 861.9560
110601 64449 861.9560
43424 4428 861.9930
15281 73457 862.0020
53546 54955 862.0300
101385 4770 862.0550
83590 73148 862.0820
16167 81129 862.1340
88450 99689 862.1540
22351 20506 862.1710
88610 59729 862.1770
26524 87514 862.2050
125743 72984 862.2080
105158 77556 862.2180
3868 95986 862.2450
18131 73231 862.2800
58399 82514 862.3420
78285 18615 862.4130
58137 75265 862.4400
74449 69495 862.4470
16772 17933 862.4710
29098 110939 862.4740
49953 82613 862.4800
13802 8826 862.5190
50144 125884 862.5880
14760 38706 862.6520
27799 88540 862.6800
26091 43818 862.6980
63253 91040 862.7530
12267 87637 862.7560
46560 16772 862.8290
60464 126886 862.9270
45559 56012 862.9450
88466 122528 862.9450
106153 20697 862.9510
81226 129195 862.9610
57344 16903 862.9880
123812 103942 863.0020
41663 107124 863.0140
16650 44486 863.0410
110966 64046 863.0470
56895 95108 863.1850
8495 24277 863.2010
47175 1242 863.2580
49386 84224 863.2780
10716 97411 863.3000
91594 75053 863.3150
104493 82699 863.3250
3033 43281 863.3970
75872 42791 863.4140
119785 74886 863.4180
101206 94465 863.4270
100486 57580 863.4320
112056 68762 863.4340
77262 53907 863.4510
91681 39178 863.4700
81130 26505 863.4850
77273 74205 863.5440
25016 113594 863.5600
40670 9001 863.5630
77912 126195 863.6380
64467 77141 863.7050
72594 62319 863.7430
88431 66851 863.7550
40692 23485 863.8190
103578 19949 863.8410
120998 105047 863.8660
32879 34464 863.9010
107417 99693 863.9470
64495 81054 864.0120
47346 125300 864.0260
7626 54118 864.0370
112723 125742 864.0760
2903 53210 864.0930
19941 96063 864.1070
96933 59689 864.1230
59223 25715 864.1250
125691 31731 864.1260
82071 24195 864.1590
69322 5270 864.1870
61170 22909 864.2050
46638 41258 864.2790
128346 14718 864.3450
106127 103308 864.3470
62262 75666 864.3500
91255 35642 864.3550
60625 3861 864.3610
72348 71480 864.3750
76319 95241 864.3930
59734 24747 864.4450
81345 22757 864.4910
69650 13563 864.5080
99751 84811 864.5220
121596 123724 864.5340
66667 39567 864.5770
14388 115347 864.5900
56009 34919 864.6900
44454 93788 864.7150
55097 77040 864.7180
70818 112263 864.7340
32617 109325 864.7710
40276 53862 864.7810
15760 51577 864.8150
118394 54217 864.8280
33582 13998 864.8780
110658 36806 864.8970
73285 36556 864.9040
17958 66380 864.9050
67408 126934 864.9640
96548 61656 864.9670
107807 45083 865.0070
48456 13217 865.0760
127516 85593 865.1060
1329 72153 865.1170
27689 119861 865.1440
14079 81281 865.1590
105563 109918 865.1720
27847 27482 865.2690
125597 10517 865.3280
95898 81165 865.3410
7288 52000 865.3780
54893 58917 865.4600
34987 72783 865.5410
16922 92530 865.5440
21170 81353 865.5820
44807 106938 865.6110
105583 80715 865.6660
98493 9076 865.6750
20580 108516 865.7730
128598 32701 865.8010
105926 89553 865.8600
45570 36001 865.8750
18351 129057 865.9270
46294 78524 865.9710
14910 114296 866.0220
5743 116927 866.0770
46338 91914 866.0820
66998 52092 866.1080
9728 113261 866.1570
114448 107596 866.2030
59914 19883 866.2260
81423 75369 866.2410
40847 107214 866.2600
22994 18633 866.3800
8054 118811 866.4390
52945 76552 866.4400
125236 82124 866.4830
5368 69161 866.4990
72256 100483 866.5160
57947 93803 866.5330
71305 99289 866.5690
113062 86663 866.5940
30403 80647 866.7040
59034 11804 866.7240
82793 109243 866.7670
19146 27917 866.7940
115829 20767 866.8340
55796 83972 866.8660
122599 23831 866.9340
73679 103793 866.9660
58612 5483 866.9780
69722 59285 866.9920
121827 118330 867.0930
62483 66492 867.0950
75325 64348 867.1460
33642 99597 867.1780
9006 66761 867.1880
69582 67595 867.2500
11554 82932 867.2820
45744 79729 867.2870
102140 114949 867.2920
109089 8025 867.3580
21462 5582 867.4000
106153 35314 867.4110
21215 34847 867.4280
48419 72470 867.4460
50643 103920 867.5290
18757 80340 867.5490
46003 121286 867.5630
23236 4552 867.5770
47273 16059 867.6120
24184 75320 867.6490
92456 83522 867.7080
58719 25657 867.7100
13589 120541 867.7190
37220 20051 867.7480
90268 111914 867.7950
122025 7688 867.8580
9812 79421 867.8790
26824 73124 867.8830
80458 24104 867.9680
12862 110580 868.0180
4827 126967 868.0470
13272 85171 868.1300
82646 116449 868.1340
74369 91082 868.1400
40956 25420 868.1420
2397 50962 868.1710
117374 7855 868.1790
118882 79568 868.2920
7978 107273 868.4160
26871 81665 868.4340
97467 54790 868.4500
85816 22351 868.4700
59728 91090 868.4980
102200 71485 868.5150
108314 88104 868.5190
108839 117860 868.5680
36037 30760 868.5760
3843 105352 868.6950
72108 40937 868.7000
8029 124198 868.7490
61304 51120 868.8010
61806 25070 868.8450
18818 91291 868.8630
93030 5505 868.8730
101516 11399 868.8890
76972 18467 868.9550
123393 76192 868.9590
70878 19741 868.9850
10755 105520 868.9900
73412 107646 869.0220
106631 38510 869.0300
7643 32765 869.0570
108674 80437 869.0690
100252 94258 869.1180
8841 3321 869.1190
46097 57853 869.1230
83231 78649 869.1250
4496 23653 869.1360
66493 32678 869.1760
96648 69435 869.2380
113026 67115 869.2960
92034 55284 869.3400
8691 119824 869.3530
45156 117553 869.4280
17708 59694 869.4520
60790 92837 869.4670
49965 18008 869.4770
37645 36150 869.5650
75730 36733 869.7280
70016 117813 869.7590
721 47084 869.8520
54963 97949 869.8590
54963 97910 869.8760
69754 66945 869.8880
59630 25172 869.9090
79984 33717 869.9410
38950 108975 869.9730
19827 114105 870.0310
35622 54005 870.0570
106063 118689 870.0750
109484 115933 870.1020
11878 24125 870.1350
9921 103294 870.1690
49369 87634 870.2070
721 18637 870.2410
6117 118536 870.2460
17162 71342 870.2520
116603 79830 870.2920
53206 120166 870.2930
113295 65064 870.3260
22667 32031 870.3480
17303 57239 870.3690
94269 48419 870.3920
86562 61632 870.4350
44135 29600 870.5410
59460 35996 870.6220
11992 51131 870.6580
26048 103524 870.7050
15678 113654 870.7190
25299 19181 870.7220
46479 24591 870.7700
97446 2283 870.7810
14898 14366 870.8690
72762 25021 870.8820
56259 106915 870.8890
120485 14312 871.0320
111361 36544 871.0630
44988 66555 871.0980
69523 75 871.1020
100314 59746 871.1980
51899 18308 871.2210
64118 52765 871.2270
97230 51183 871.2720
124112 59303 871.2730
85092 96359 871.2750
82406 85980 871.3000
90328 51237 871.3350
2747 23803 871.3450
97134 44460 871.3520
30474 121039 871.3810
16126 49722 871.4210
67480 33109 871.4550
2770 61736 871.4860
13764 40942 871.4870
25188 67096 871.4950
85580 89682 871.4980
11688 95284 871.5210
14983 91039 871.5460
105947 60796 871.5570
104905 76430 871.5810
53093 102576 871.5880
85043 108754 871.5950
25392 24151 871.5980
90399 35669 871.6080
64790 23743 871.6120
64843 107969 871.6370
116728 102544 871.6810
123865 115859 871.7330
30524 78758 871.7610
60931 10795 871.8050
110650 36619 871.8050
55202 84185 871.8630
117401 118802 871.8680
41053 23472 871.8790
96678 105912 871.8790
122976 21365 871.8870
94118 64762 871.9400
43550 20372 871.9500
127046 20838 871.9870
84736 40583 872.0140
72587 114373 872.0240
37372 98622 872.0270
129032 99239 872.0620
118827 69546 872.1080
76666 26563 872.1100
59358 77611 872.1270
108210 98711 872.1740
94658 50147 872.1750
14544 20388 872.1920
117528 11015 872.2020
111855 73015 872.2250
127490 10292 872.2300
16474 113342 872.2440
32220 39775 872.3720
61451 93523 872.4480
106155 5171 872.4560
65236 121513 872.4980
15015 74544 872.5640
23932 11899 872.5890
66200 112766 872.6150
72420 41494 872.7100
43486 56106 872.7250
49852 78745 872.7800
32828 103551 872.7870
63173 121981 872.8050
23602 84865 872.8530
79538 44697 872.8550
53128 44434 872.8590
41656 115045 872.8910
64692 116435 872.9690
52941 56755 872.9730
7863 63888 872.9860
83702 70862 873.0120
129192 95064 873.0480
105093 117101 873.0610
100397 89613 873.0660
15912 58506 873.0920
11879 48315 873.1680
29509 34554 873.3260
35372 20784 873.3340
52834 43477 873.3450
72458 19236 873.3590
25100 80423 873.3630
15883 109252 873.3800
105866 115967 873.4290
32622 102377 873.4420
4952 75399 873.4430
77642 99458 873.4590
31600 74582 873.4710
65594 49058 873.4730
106945 95128 873.5110
76833 116006 873.5230
94981 6894 873.5520
65542 25397 873.5530
75712 109856 873.5690
109855 109047 873.5880
30536 39887 873.6360
84517 128006 873.6960
83586 36906 873.7960
17186 77938 873.8150
24065 53352 873.8180
54651 87278 873.8220
35186 97549 873.8660
50185 38730 873.9010
87202 14978 873.9160
37967 3237 873.9630
77644 116175 873.9810
95380 122006 874.1250
118908 77389 874.1670
96681 37687 874.1890
14591 115457 874.1980
51842 9166 874.2000
22906 4893 874.2390
72789 64116 874.2500
8159 12794 874.2520
71658 51352 874.3120
118881 335 874.3210
17283 45406 874.3410
10788 100082 874.3570
40290 82089 874.4880
62970 91715 874.4950
95232 117196 874.5000
80991 12490 874.5040
6453 20584 874.5450
36635 114453 874.5490
37103 54116 874.5570
34593 6340 874.6040
86631 6489 874.6120
62532 60760 874.6120
57436 117780 874.6370
97001 90912 874.7180
17630 32595 874.7330
115927 103107 874.7700
60511 50379 874.7750
122319 56969 874.8860
32990 92974 874.8970
33862 6293 874.9220
98031 56225 874.9510
123367 29169 874.9980
9008 92134 875.0220
67008 38262 875.0470
87481 58831 875.0570
54518 48274 875.0680
89975 114438 875.0820
21497 123014 875.1080
51250 31050 875.1120
304 82381 875.1290
101973 45742 875.1310
63430 108726 875.1960
74603 26229 875.3350
77259 61661 875.3500
95887 15515 875.3910
48421 119528 875.4580
79714 58750 875.5370
106802 63237 875.6130
128846 61763 875.6780
121251 118900 875.7050
117232 98466 875.7090
22665 77104 875.7210
55558 75924 875.7240
115243 23948 875.7350
102282 44243 875.7880
43946 71635 875.8000
95197 20961 875.8040
7096 108212 875.8860
5411 10114 875.8870
